Pfam ID,Pfam Name,EC Class
pfam13200,DUF4015 - Putative glycosyl hydrolase domain,
pfam13201,PCMD - Putative carbohydrate metabolism domain,
pfam13202,EF-hand_5 - EF hand,
pfam13203,DUF2201_N - Putative metallopeptidase domain,
pfam13204,DUF4038 - Protein of unknown function (DUF4038),
pfam13205,Big_5 - Bacterial Ig-like domain,
pfam13206,VSG_B - Trypanosomal VSG domain,
pfam13207,AAA_17 - AAA domain,
pfam13208,TerB_N - TerB N-terminal domain,
pfam13209,DUF4017 - Protein of unknown function (DUF4017),
pfam13210,DUF4018 - Domain of unknown function (DUF4018),
pfam13211,DUF4019 - Protein of unknown function (DUF4019),
pfam13212,DUF4020 - Domain of unknown function (DUF4020),
pfam13213,DUF4021 - Protein of unknown function (DUF4021),
pfam13214,DUF4022 - Protein of unknown function (DUF4022),
pfam13215,DUF4023 - Protein of unknown function (DUF4023),
pfam13216,DUF4024 - Protein of unknown function (DUF4024),
pfam13217,DUF4025 - Protein of unknown function (DUF4025),
pfam13218,DUF4026 - Protein of unknown function (DUF4026),
pfam13219,DUF4027 - Protein of unknown function (DUF4027),
pfam13220,DUF4028 - Protein of unknown function (DUF4028),
pfam13221,DUF4029 - Protein of unknown function (DUF4029),
pfam13222,DUF4030 - Protein of unknown function (DUF4030),
pfam13223,DUF4031 - Protein of unknown function (DUF4031),
pfam13224,DUF4032 - Domain of unknown function (DUF4032),
pfam13225,DUF4033 - Domain of unknown function (DUF4033),
pfam13226,DUF4034 - Domain of unknown function (DUF4034),
pfam13227,DUF4035 - Protein of unknown function (DUF4035),
pfam13228,DUF4037 - Domain of unknown function (DUF4037),
pfam13229,Beta_helix - Right handed beta helix region,
pfam13230,GATase_4 - Glutamine amidotransferases class-II,
pfam13231,PMT_2 - Dolichyl-phosphate-mannose-protein mannosyltransferase,
pfam13232,Complex1_LYR_1 - Complex1_LYR-like,
pfam13233,Complex1_LYR_2 - Complex1_LYR-like,
pfam13234,rRNA_proc-arch - rRNA-processing arch domain,
pfam13236,CLU - Clustered mitochondria,
pfam13237,Fer4_10 - 4Fe-4S dicluster domain,
pfam13238,AAA_18 - AAA domain,
pfam13239,2TM - 2TM domain,
pfam13240,zinc_ribbon_2 - zinc-ribbon domain,
pfam13241,NAD_binding_7 - Putative NAD(P)-binding,
pfam13242,Hydrolase_like - HAD-hyrolase-like,
pfam13243,SQHop_cyclase_C - Squalene-hopene cyclase C-terminal domain,
pfam13244,DUF4040 - Domain of unknown function (DUF4040),
pfam13245,AAA_19 - AAA domain,
pfam13246,Cation_ATPase - Cation transport ATPase (P-type),
pfam13247,Fer4_11 - 4Fe-4S dicluster domain,
pfam13248,zf-ribbon_3 - zinc-ribbon domain,
pfam13249,SQHop_cyclase_N - Squalene-hopene cyclase N-terminal domain,
pfam13250,DUF4041 - Domain of unknown function (DUF4041),
pfam13251,DUF4042 - Domain of unknown function (DUF4042),
pfam13252,DUF4043 - Protein of unknown function (DUF4043),
pfam13253,DUF4044 - Protein of unknown function (DUF4044),
pfam13254,DUF4045 - Domain of unknown function (DUF4045),
pfam13255,DUF4046 - Protein of unknown function (DUF4046),
pfam13256,DUF4047 - Domain of unknown function (DUF4047),
pfam13257,DUF4048 - Domain of unknown function (DUF4048),
pfam13258,DUF4049 - Domain of unknown function (DUF4049),
pfam13259,DUF4050 - Protein of unknown function (DUF4050),
pfam13260,DUF4051 - Protein of unknown function (DUF4051),
pfam13261,DUF4052 - Protein of unknown function (DUF4052),
pfam13262,DUF4054 - Protein of unknown function (DUF4054),
pfam13263,PHP_C - PHP-associated,
pfam13264,DUF4055 - Domain of unknown function (DUF4055),
pfam13265,DUF4056 - Protein of unknown function (DUF4056),
pfam13266,DUF4057 - Protein of unknown function (DUF4057),
pfam13267,DUF4058 - Protein of unknown function (DUF4058),
pfam13268,DUF4059 - Protein of unknown function (DUF4059),
pfam13269,DUF4060 - Protein of unknown function (DUF4060),
pfam13270,DUF4061 - Domain of unknown function (DUF4061),
pfam13271,DUF4062 - Domain of unknown function (DUF4062),
pfam13272,Holin_2-3 - Putative 2/3 transmembrane domain holin,
pfam13273,DUF4064 - Protein of unknown function (DUF4064),
pfam13274,DUF4065 - Protein of unknown function (DUF4065),
pfam13275,S4_2 - S4 domain,
pfam13276,HTH_21 - HTH-like domain,
pfam13277,YmdB - YmdB-like protein,
pfam13279,4HBT_2 - Thioesterase-like superfamily,
pfam13280,WYL - WYL domain,
pfam13281,DUF4071 - Domain of unknown function (DUF4071),
pfam13282,DUF4070 - Domain of unknown function (DUF4070),
pfam13283,NfrA_C - Bacteriophage N adsorption protein A C-term,
pfam13284,DUF4072 - Domain of unknown function (DUF4072),
pfam13285,DUF4073 - Domain of unknown function (DUF4073),
pfam13286,HD_assoc - Phosphohydrolase-associated domain,
pfam13287,Fn3_assoc - Fn3 associated,
pfam13288,DXPR_C - DXP reductoisomerase C-terminal domain,
pfam13289,SIR2_2 - SIR2-like domain,
pfam13290,CHB_HEX_C_1 - Chitobiase/beta-hexosaminidase C-terminal domain,
pfam13291,ACT_4 - ACT domain,
pfam13292,DXP_synthase_N - 1-deoxy-D-xylulose-5-phosphate synthase,
pfam13293,DUF4074 - Domain of unknown function (DUF4074),
pfam13294,DUF4075 - Domain of unknown function (DUF4075),
pfam13295,DUF4077 - Domain of unknown function (DUF4077),
pfam13296,T6SS_Vgr - Putative type VI secretion system Rhs element Vgr,
pfam13297,Telomere_Sde2_2 - Telomere stability C-terminal,
pfam13298,LigD_N - DNA polymerase Ligase (LigD),
pfam13299,CPSF100_C - Cleavage and polyadenylation factor 2 C-terminal,
pfam13300,DUF4078 - Domain of unknown function (DUF4078),
pfam13301,DUF4079 - Protein of unknown function (DUF4079),
pfam13302,Acetyltransf_3 - Acetyltransferase (GNAT) domain,
pfam13303,"PTS_EIIC_2 - Phosphotransferase system, EIIC",
pfam13304,"AAA_21 - AAA domain, putative AbiEii toxin, Type IV TA system",
pfam13305,WHG - WHG domain,
pfam13306,LRR_5 - Leucine rich repeats (6 copies),
pfam13307,Helicase_C_2 - Helicase C-terminal domain,
pfam13308,YARHG - YARHG domain,
pfam13309,HTH_22 - HTH domain,
pfam13310,Virulence_RhuM - Virulence protein RhuM family,
pfam13311,DUF4080 - Protein of unknown function (DUF4080),
pfam13312,DUF4081 - Domain of unknown function (DUF4081),
pfam13313,DUF4082 - Domain of unknown function (DUF4082),
pfam13314,DUF4083 - Domain of unknown function (DUF4083),
pfam13315,DUF4085 - Protein of unknown function (DUF4085),
pfam13316,DUF4087 - Protein of unknown function (DUF4087),
pfam13317,DUF4088 - Protein of unknown function (DUF4088),
pfam13318,DUF4089 - Protein of unknown function (DUF4089),
pfam13319,DUF4090 - Protein of unknown function (DUF4090),
pfam13320,DUF4091 - Domain of unknown function (DUF4091),
pfam13321,DUF4084 - Domain of unknown function (DUF4084),
pfam13322,DUF4092 - Domain of unknown function (DUF4092),
pfam13323,HPIH - N-terminal domain with HPIH motif,
pfam13324,GCIP - Grap2 and cyclin-D-interacting,
pfam13325,MCRS_N - N-terminal region of micro-spherule protein,
pfam13326,PSII_Pbs27 - Photosystem II Pbs27,
pfam13327,T3SS_LEE_assoc - Type III secretion system subunit,
pfam13328,HD_4 - HD domain,
pfam13329,ATG2_CAD - Autophagy-related protein 2 CAD motif,
pfam13330,Mucin2_WxxW - Mucin-2 protein WxxW repeating region,
pfam13331,DUF4093 - Domain of unknown function (DUF4093),
pfam13332,Fil_haemagg_2 - Haemagluttinin repeat,
pfam13333,rve_2 - Integrase core domain,
pfam13334,DUF4094 - Domain of unknown function (DUF4094),
pfam13335,"Mg_chelatase_C - Magnesium chelatase, subunit ChlI C-terminal",
pfam13336,AcetylCoA_hyd_C - Acetyl-CoA hydrolase/transferase C-terminal domain,
pfam13337,Lon_2 - Putative ATP-dependent Lon protease,
pfam13338,"AbiEi_4 - Transcriptional regulator, AbiEi antitoxin",
pfam13339,AATF-Che1 - Apoptosis antagonizing transcription factor,
pfam13340,DUF4096 - Putative transposase of IS4/5 family (DUF4096),
pfam13341,RAG2_PHD - RAG2 PHD domain,
pfam13342,Toprim_Crpt - C-terminal repeat of topoisomerase,
pfam13343,SBP_bac_6 - Bacterial extracellular solute-binding protein,
pfam13344,Hydrolase_6 - Haloacid dehalogenase-like hydrolase,
pfam13346,ABC2_membrane_5 - ABC-2 family transporter protein,
pfam13347,MFS_2 - MFS/sugar transport protein,
pfam13349,DUF4097 - Putative adhesin,
pfam13350,Y_phosphatase3 - Tyrosine phosphatase family,
pfam13351,DUF4099 - Protein of unknown function (DUF4099),
pfam13352,DUF4100 - Protein of unknown function (DUF4100),
pfam13353,Fer4_12 - 4Fe-4S single cluster domain,
pfam13354,Beta-lactamase2 - Beta-lactamase enzyme family,
pfam13355,DUF4101 - Protein of unknown function (DUF4101),
pfam13356,DUF4102 - Domain of unknown function (DUF4102),
pfam13358,DDE_3 - DDE superfamily endonuclease,
pfam13359,DDE_Tnp_4 - DDE superfamily endonuclease,
pfam13360,PQQ_2 - PQQ-like domain,
pfam13361,UvrD_C - UvrD-like helicase C-terminal domain,
pfam13362,Toprim_3 - Toprim domain,
pfam13363,"BetaGal_dom3 - Beta-galactosidase, domain 3",
pfam13364,BetaGal_dom4_5 - Beta-galactosidase jelly roll domain,
pfam13365,Trypsin_2 - Trypsin-like peptidase domain,
pfam13366,PDDEXK_3 - PD-(D/E)XK nuclease superfamily,
pfam13367,PrsW-protease - Protease prsW family,
pfam13368,Toprim_C_rpt - Topoisomerase C-terminal repeat,
pfam13369,Transglut_core2 - Transglutaminase-like superfamily,
pfam13370,Fer4_13 - 4Fe-4S single cluster domain of Ferredoxin I,
pfam13371,TPR_9 - Tetratricopeptide repeat,
pfam13372,Alginate_exp - Alginate export,
pfam13373,DUF2407_C - DUF2407 C-terminal domain,
pfam13374,TPR_10 - Tetratricopeptide repeat,
pfam13375,RnfC_N - RnfC Barrel sandwich hybrid domain,
pfam13376,"OmdA - Bacteriocin-protection, YdeI or OmpD-Associated",
pfam13377,Peripla_BP_3 - Periplasmic binding protein-like domain,
pfam13378,MR_MLE_C - Enolase C-terminal domain-like,
pfam13379,NMT1_2 - NMT1-like family,
pfam13380,CoA_binding_2 - CoA binding domain,
pfam13382,Adenine_deam_C - Adenine deaminase C-terminal domain,
pfam13383,Methyltransf_22 - Methyltransferase domain,
pfam13384,HTH_23 - Homeodomain-like domain,
pfam13385,Laminin_G_3 - Concanavalin A-like lectin/glucanases superfamily,
pfam13386,DsbD_2 - Cytochrome C biogenesis protein transmembrane region,
pfam13387,DUF4105 - Domain of unknown function (DUF4105),
pfam13388,DUF4106 - Protein of unknown function (DUF4106),
pfam13389,DUF4107 - Protein of unknown function (DUF4107),
pfam13390,DUF4108 - Protein of unknown function (DUF4108),
pfam13391,HNH_2 - HNH endonuclease,
pfam13392,HNH_3 - HNH endonuclease,
pfam13393,tRNA-synt_His - Histidyl-tRNA synthetase,
pfam13394,Fer4_14 - 4Fe-4S single cluster domain,
pfam13395,HNH_4 - HNH endonuclease,
pfam13396,PLDc_N - Phospholipase_D-nuclease N-terminal,
pfam13397,RbpA - RNA polymerase-binding protein,
pfam13398,Peptidase_M50B - Peptidase M50B-like,
pfam13399,LytR_C - LytR cell envelope-related transcriptional attenuator,
pfam13400,Tad - Putative Flp pilus-assembly TadE/G-like,
pfam13401,AAA_22 - AAA domain,
pfam13402,"Peptidase_M60 - Peptidase M60, enhancin and enhancin-like",
pfam13403,Hint_2 - Hint domain,
pfam13404,HTH_AsnC-type - AsnC-type helix-turn-helix domain,
pfam13405,EF-hand_6 - EF-hand domain,
pfam13406,SLT_2 - Transglycosylase SLT domain,
pfam13407,Peripla_BP_4 - Periplasmic binding protein domain,
pfam13408,Zn_ribbon_recom - Recombinase zinc beta ribbon domain,
pfam13409,"GST_N_2 - Glutathione S-transferase, N-terminal domain",
pfam13410,"GST_C_2 - Glutathione S-transferase, C-terminal domain",
pfam13411,MerR_1 - MerR HTH family regulatory protein,
pfam13412,HTH_24 - Winged helix-turn-helix DNA-binding,
pfam13413,HTH_25 - Helix-turn-helix domain,
pfam13414,TPR_11 - TPR repeat,
pfam13415,"Kelch_3 - Galactose oxidase, central domain",
pfam13416,SBP_bac_8 - Bacterial extracellular solute-binding protein,
pfam13417,"GST_N_3 - Glutathione S-transferase, N-terminal domain",
pfam13418,"Kelch_4 - Galactose oxidase, central domain",
pfam13419,HAD_2 - Haloacid dehalogenase-like hydrolase,
pfam13420,Acetyltransf_4 - Acetyltransferase (GNAT) domain,
pfam13421,Band_7_1 - SPFH domain-Band 7 family,
pfam13422,DUF4110 - Domain of unknown function (DUF4110),
pfam13423,UCH_1 - Ubiquitin carboxyl-terminal hydrolase,
pfam13424,TPR_12 - Tetratricopeptide repeat,
pfam13425,O-antigen_lig - O-antigen ligase like membrane protein,
pfam13426,PAS_9 - PAS domain,
pfam13427,DUF4111 - Domain of unknown function (DUF4111),
pfam13428,TPR_14 - Tetratricopeptide repeat,
pfam13429,TPR_15 - Tetratricopeptide repeat,
pfam13430,DUF4112 - Domain of unknown function (DUF4112),
pfam13431,TPR_17 - Tetratricopeptide repeat,
pfam13432,TPR_16 - Tetratricopeptide repeat,
pfam13433,Peripla_BP_5 - Periplasmic binding protein domain,
pfam13434,K_oxygenase - L-lysine 6-monooxygenase (NADPH-requiring),
pfam13435,Cytochrome_C554 - Cytochrome c554 and c-prime,
pfam13436,Gly-zipper_OmpA - Glycine-zipper domain,
pfam13437,HlyD_3 - HlyD family secretion protein,
pfam13438,DUF4113 - Domain of unknown function (DUF4113),
pfam13439,Glyco_transf_4 - Glycosyltransferase Family 4,
pfam13440,Polysacc_synt_3 - Polysaccharide biosynthesis protein,
pfam13441,Gly-zipper_YMGG - YMGG-like Gly-zipper,
pfam13442,"Cytochrome_CBB3 - Cytochrome C oxidase, cbb3-type, subunit III",
pfam13443,HTH_26 - Cro/C1-type HTH DNA-binding domain,
pfam13444,Acetyltransf_5 - Acetyltransferase (GNAT) domain,
pfam13445,zf-RING_UBOX - RING-type zinc-finger,
pfam13446,RPT - A repeated domain in UCH-protein,
pfam13447,Multi-haem_cyto - Seven times multi-haem cytochrome CxxCH,
pfam13448,DUF4114 - Domain of unknown function (DUF4114),
pfam13449,Phytase-like - Esterase-like activity of phytase,
pfam13450,NAD_binding_8 - NAD(P)-binding Rossmann-like domain,
pfam13451,zf-trcl - Probable zinc-ribbon domain,
pfam13452,MaoC_dehydrat_N - N-terminal half of MaoC dehydratase,
pfam13453,zf-TFIIB - Transcription factor zinc-finger,
pfam13454,NAD_binding_9 - FAD-NAD(P)-binding,
pfam13455,MUG113 - Meiotically up-regulated gene 113,
pfam13456,RVT_3 - Reverse transcriptase-like,
pfam13457,SH3_8 - SH3-like domain,
pfam13458,Peripla_BP_6 - Periplasmic binding protein,
pfam13459,Fer4_15 - 4Fe-4S single cluster domain,
pfam13460,NAD_binding_10 - NAD(P)H-binding,
pfam13462,Thioredoxin_4 - Thioredoxin,
pfam13463,HTH_27 - Winged helix DNA-binding domain,
pfam13464,DUF4115 - Domain of unknown function (DUF4115),
pfam13465,zf-H2C2_2 - Zinc-finger double domain,
pfam13466,STAS_2 - STAS domain,
pfam13467,RHH_4 - Ribbon-helix-helix domain,
pfam13468,Glyoxalase_3 - Glyoxalase-like domain,
pfam13469,Sulfotransfer_3 - Sulfotransferase family,
pfam13470,PIN_3 - PIN domain,
pfam13471,Transglut_core3 - Transglutaminase-like superfamily,
pfam13472,Lipase_GDSL_2 - GDSL-like Lipase/Acylhydrolase family,
pfam13473,Cupredoxin_1 - Cupredoxin-like domain,
pfam13474,SnoaL_3 - SnoaL-like domain,
pfam13475,DUF4116 - Domain of unknown function (DUF4116),
pfam13476,AAA_23 - AAA domain,
pfam13477,Glyco_trans_4_2 - Glycosyl transferase 4-like,
pfam13478,XdhC_C - XdhC Rossmann domain,
pfam13479,AAA_24 - AAA domain,
pfam13480,Acetyltransf_6 - Acetyltransferase (GNAT) domain,
pfam13481,AAA_25 - AAA domain,
pfam13482,RNase_H_2 - RNase_H superfamily,
pfam13483,Lactamase_B_3 - Beta-lactamase superfamily domain,
pfam13484,Fer4_16 - 4Fe-4S double cluster binding domain,
pfam13485,Peptidase_MA_2 - Peptidase MA superfamily,
pfam13486,Dehalogenase - Reductive dehalogenase subunit,
pfam13487,HD_5 - HD domain,
pfam13488,Gly-zipper_Omp - Glycine zipper,
pfam13489,Methyltransf_23 - Methyltransferase domain,
pfam13490,zf-HC2 - Putative zinc-finger,
pfam13491,FtsK_4TM - 4TM region of DNA translocase FtsK/SpoIIIE,
pfam13492,GAF_3 - GAF domain,
pfam13493,DUF4118 - Domain of unknown function (DUF4118),
pfam13494,"DUF4119 - Domain of unknown function, B. Theta Gene description (DUF4119)",
pfam13495,"Phage_int_SAM_4 - Phage integrase, N-terminal SAM-like domain",
pfam13496,DUF4120 - Domain of unknown function (DUF4120),
pfam13497,DUF4121 - Domain of unknown function (DUF4121),
pfam13498,DUF4122 - Domain of unknown function (DUF4122),
pfam13499,EF-hand_7 - EF-hand domain pair,
pfam13500,AAA_26 - AAA domain,
pfam13501,SoxY - Sulfur oxidation protein SoxY,
pfam13502,AsmA_2 - AsmA-like C-terminal region,
pfam13503,DUF4123 - Domain of unknown function (DUF4123),
pfam13505,OMP_b-brl - Outer membrane protein beta-barrel domain,
pfam13506,Glyco_transf_21 - Glycosyl transferase family 21,
pfam13507,GATase_5 - CobB/CobQ-like glutamine amidotransferase domain,
pfam13508,Acetyltransf_7 - Acetyltransferase (GNAT) domain,
pfam13509,S1_2 - S1 domain,
pfam13510,Fer2_4 - 2Fe-2S iron-sulfur cluster binding domain,
pfam13511,DUF4124 - Domain of unknown function (DUF4124),
pfam13512,TPR_18 - Tetratricopeptide repeat,
pfam13513,HEAT_EZ - HEAT-like repeat,
pfam13514,AAA_27 - AAA domain,
pfam13515,FUSC_2 - Fusaric acid resistance protein-like,
pfam13516,LRR_6 - Leucine Rich repeat,
pfam13517,"VCBS - Repeat domain in Vibrio, Colwellia, Bradyrhizobium and Shewanella",
pfam13518,HTH_28 - Helix-turn-helix domain,
pfam13519,VWA_2 - von Willebrand factor type A domain,
pfam13520,AA_permease_2 - Amino acid permease,
pfam13521,AAA_28 - AAA domain,
pfam13522,GATase_6 - Glutamine amidotransferase domain,
pfam13523,Acetyltransf_8 - Acetyltransferase (GNAT) domain,
pfam13524,Glyco_trans_1_2 - Glycosyl transferases group 1,
pfam13525,YfiO - Outer membrane lipoprotein,
pfam13526,DUF4125 - Protein of unknown function (DUF4125),
pfam13527,Acetyltransf_9 - Acetyltransferase (GNAT) domain,
pfam13528,Glyco_trans_1_3 - Glycosyl transferase family 1,
pfam13529,Peptidase_C39_2 - Peptidase_C39 like family,
pfam13530,SCP2_2 - Sterol carrier protein domain,
pfam13531,SBP_bac_11 - Bacterial extracellular solute-binding protein,
pfam13532,2OG-FeII_Oxy_2 - 2OG-Fe(II) oxygenase superfamily,
pfam13533,Biotin_lipoyl_2 - Biotin-lipoyl like,
pfam13534,Fer4_17 - 4Fe-4S dicluster domain,
pfam13535,ATP-grasp_4 - ATP-grasp domain,
pfam13536,EmrE - Putative multidrug resistance efflux transporter,
pfam13537,GATase_7 - Glutamine amidotransferase domain,
pfam13538,UvrD_C_2 - UvrD-like helicase C-terminal domain,
pfam13539,Peptidase_M15_4 - D-alanyl-D-alanine carboxypeptidase,
pfam13540,RCC1_2 - Regulator of chromosome condensation (RCC1) repeat,
pfam13541,ChlI - Subunit ChlI of Mg-chelatase,
pfam13542,HTH_Tnp_ISL3 - Helix-turn-helix domain of transposase family ISL3,
pfam13543,KSR1-SAM - SAM like domain present in kinase suppressor RAS 1,
pfam13545,HTH_Crp_2 - Crp-like helix-turn-helix domain,
pfam13546,DDE_5 - DDE superfamily endonuclease,
pfam13547,GTA_TIM - GTA TIM-barrel-like domain,
pfam13548,DUF4126 - Domain of unknown function (DUF4126),
pfam13549,ATP-grasp_5 - ATP-grasp domain,
pfam13550,Phage-tail_3 - Putative phage tail protein,
pfam13551,HTH_29 - Winged helix-turn helix,
pfam13552,DUF4127 - Protein of unknown function (DUF4127),
pfam13553,FIIND - Function to find,
pfam13554,DUF4128 - Bacteriophage related domain of unknown function,
pfam13555,AAA_29 - P-loop containing region of AAA domain,
pfam13556,HTH_30 - PucR C-terminal helix-turn-helix domain,
pfam13557,Phenol_MetA_deg - Putative MetA-pathway of phenol degradation,
pfam13558,"SbcCD_C - Putative exonuclease SbcCD, C subunit",
pfam13559,DUF4129 - Domain of unknown function (DUF4129),
pfam13560,HTH_31 - Helix-turn-helix domain,
pfam13561,adh_short_C2 - Enoyl-(Acyl carrier protein) reductase,
pfam13562,NTP_transf_4 - Sugar nucleotidyl transferase,
pfam13563,2_5_RNA_ligase2 - 2'-5' RNA ligase superfamily,
pfam13564,DoxX_2 - DoxX-like family,
pfam13565,HTH_32 - Homeodomain-like domain,
pfam13566,DUF4130 - Domain of unknown function (DUF4130,
pfam13567,DUF4131 - Domain of unknown function (DUF4131),
pfam13568,OMP_b-brl_2 - Outer membrane protein beta-barrel domain,
pfam13569,DUF4132 - Domain of unknown function (DUF4132),
pfam13570,PQQ_3 - PQQ-like domain,
pfam13571,DUF4133 - Domain of unknown function (DUF4133),
pfam13572,DUF4134 - Domain of unknown function (DUF4134),
pfam13573,SprB - SprB repeat,
pfam13574,Reprolysin_2 - Metallo-peptidase family M12B Reprolysin-like,
pfam13575,DUF4135 - Domain of unknown function (DUF4135),
pfam13576,Pentapeptide_3 - Pentapeptide repeats (9 copies),
pfam13577,SnoaL_4 - SnoaL-like domain,
pfam13578,Methyltransf_24 - Methyltransferase domain,
pfam13579,Glyco_trans_4_4 - Glycosyl transferase 4-like domain,
pfam13580,SIS_2 - SIS domain,
pfam13581,HATPase_c_2 - Histidine kinase-like ATPase domain,
pfam13582,Reprolysin_3 - Metallo-peptidase family M12B Reprolysin-like,
pfam13583,Reprolysin_4 - Metallo-peptidase family M12B Reprolysin-like,
pfam13584,BatD - Oxygen tolerance,
pfam13585,CHU_C - C-terminal domain of CHU protein family,
pfam13586,DDE_Tnp_1_2 - Transposase DDE domain,
pfam13588,HSDR_N_2 - Type I restriction enzyme R protein N terminus (HSDR_N),
pfam13589,"HATPase_c_3 - Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase",
pfam13590,DUF4136 - Domain of unknown function (DUF4136),
pfam13591,MerR_2 - MerR HTH family regulatory protein,
pfam13592,HTH_33 - Winged helix-turn helix,
pfam13593,SBF_like - SBF-like CPA transporter family (DUF4137),
pfam13595,DUF4138 - Domain of unknown function (DUF4138),
pfam13596,PAS_10 - PAS domain,
pfam13597,NRDD - Anaerobic ribonucleoside-triphosphate reductase,
pfam13598,DUF4139 - Domain of unknown function (DUF4139),
pfam13599,Pentapeptide_4 - Pentapeptide repeats (9 copies),
pfam13600,DUF4140 - N-terminal domain of unknown function (DUF4140),
pfam13601,HTH_34 - Winged helix DNA-binding domain,
pfam13602,ADH_zinc_N_2 - Zinc-binding dehydrogenase,
pfam13603,"tRNA-synt_1_2 - Leucyl-tRNA synthetase, Domain 2",
pfam13604,AAA_30 - AAA domain,
pfam13605,DUF4141 - Domain of unknown function (DUF4141),
pfam13606,Ank_3 - Ankyrin repeat,
pfam13607,Succ_CoA_lig - Succinyl-CoA ligase like flavodoxin domain,
pfam13608,Potyvirid-P3 - Protein P3 of Potyviral polyprotein,
pfam13609,Porin_4 - Gram-negative porin,
pfam13610,DDE_Tnp_IS240 - DDE domain,
pfam13611,"Peptidase_S76 - Serine peptidase of plant viral polyprotein, P1",
pfam13612,DDE_Tnp_1_3 - Transposase DDE domain,
pfam13613,HTH_Tnp_4 - Helix-turn-helix of DDE superfamily endonuclease,
pfam13614,AAA_31 - AAA domain,
pfam13616,Rotamase_3 - PPIC-type PPIASE domain,
pfam13617,Lipoprotein_19 - YnbE-like lipoprotein,
pfam13618,Gluconate_2-dh3 - Gluconate 2-dehydrogenase subunit 3,
pfam13619,KTSC - KTSC domain,
pfam13620,CarboxypepD_reg - Carboxypeptidase regulatory-like domain,
pfam13621,Cupin_8 - Cupin-like domain,
pfam13622,4HBT_3 - Thioesterase-like superfamily,
pfam13623,SurA_N_2 - SurA N-terminal domain,
pfam13624,SurA_N_3 - SurA N-terminal domain,
pfam13625,Helicase_C_3 - Helicase conserved C-terminal domain,
pfam13627,LPAM_2 - Prokaryotic lipoprotein-attachment site,
pfam13628,DUF4142 - Domain of unknown function (DUF4142),
pfam13629,T2SS-T3SS_pil_N - Pilus formation protein N terminal region,
pfam13630,SdpI - SdpI/YhfL protein family,
pfam13631,Cytochrom_B_N_2 - Cytochrome b(N-terminal)/b6/petB,
pfam13632,Glyco_trans_2_3 - Glycosyl transferase family group 2,
pfam13634,Nucleoporin_FG - Nucleoporin FG repeat region,
pfam13635,DUF4143 - Domain of unknown function (DUF4143),
pfam13636,Methyltranf_PUA - RNA-binding PUA-like domain of methyltransferase RsmF,
pfam13637,Ank_4 - Ankyrin repeats (many copies),
pfam13638,PIN_4 - PIN domain,
pfam13639,zf-RING_2 - Ring finger domain,
pfam13640,2OG-FeII_Oxy_3 - 2OG-Fe(II) oxygenase superfamily,
pfam13641,Glyco_tranf_2_3 - Glycosyltransferase like family 2,
pfam13642,DUF4144 - protein structure with unknown function,
pfam13643,DUF4145 - Domain of unknown function (DUF4145),
pfam13644,DKNYY - DKNYY family,
pfam13645,"YkuD_2 - L,D-transpeptidase catalytic domain",
pfam13646,HEAT_2 - HEAT repeats,
pfam13647,Glyco_hydro_80 - Glycosyl hydrolase family 80 of chitosanase A,
pfam13648,Lipocalin_4 - Lipocalin-like domain,
pfam13649,Methyltransf_25 - Methyltransferase domain,
pfam13650,Asp_protease_2 - Aspartyl protease,
pfam13651,EcoRI_methylase - Adenine-specific methyltransferase EcoRI,
pfam13652,QSregVF - Putative quorum-sensing-regulated virulence factor,
pfam13653,GDPD_2 - Glycerophosphoryl diester phosphodiesterase family,
pfam13654,AAA_32 - AAA domain,
pfam13655,RVT_N - N-terminal domain of reverse transcriptase,
pfam13656,RNA_pol_L_2 - RNA polymerase Rpb3/Rpb11 dimerisation domain,
pfam13657,Couple_hipA - HipA N-terminal domain,
pfam13660,DUF4147 - Domain of unknown function (DUF4147),
pfam13661,2OG-FeII_Oxy_4 - 2OG-Fe(II) oxygenase superfamily,
pfam13662,Toprim_4 - Toprim domain,
pfam13663,DUF4148 - Domain of unknown function (DUF4148),
pfam13664,DUF4149 - Domain of unknown function (DUF4149),
pfam13665,DUF4150 - Domain of unknown function (DUF4150),
pfam13667,ThiC-associated - ThiC-associated domain,
pfam13668,Ferritin_2 - Ferritin-like domain,
pfam13669,Glyoxalase_4 - Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily,
pfam13670,PepSY_2 - Peptidase propeptide and YPEB domain,
pfam13671,AAA_33 - AAA domain,
pfam13672,PP2C_2 - Protein phosphatase 2C,
pfam13673,Acetyltransf_10 - Acetyltransferase (GNAT) domain,
pfam13675,PilJ - Type IV pili methyl-accepting chemotaxis transducer N-term,
pfam13676,TIR_2 - TIR domain,
pfam13677,MotB_plug - Membrane MotB of proton-channel complex MotA/MotB,
pfam13678,Peptidase_M85 - NFkB-p65-degrading zinc protease,
pfam13679,Methyltransf_32 - Methyltransferase domain,
pfam13680,DUF4152 - Protein of unknown function (DUF4152),
pfam13681,PilX - Type IV pilus assembly protein PilX C-term,
pfam13682,CZB - Chemoreceptor zinc-binding domain,
pfam13683,rve_3 - Integrase core domain,
pfam13684,Dak1_2 - Dihydroxyacetone kinase family,
pfam13685,Fe-ADH_2 - Iron-containing alcohol dehydrogenase,
pfam13686,DrsE_2 - DsrE/DsrF/DrsH-like family,
